Infrastructure_Age,Distance_to_TreatmentPlant,Population_Density,Population_Impacted,Repair_Team_Availability,Local_Authority_Responsiveness,Priority_Level,lat,lon,Scenario,Turbidity,pH,Conductivity,Organic_Carbon,ORP,Dissolved_Oxygen,Flow_Rate,Pressure,Temperature,Sensor_Fault,timestamp_year,timestamp_month,timestamp_day,timestamp_hour,weekday,Failure_Risk_Score,Potability
27,6.9997694659261285,1620,86041,3,0.6669989227580958,2,-1.6612296358387466,30.010950028308997,pipe_leak,10.364584609684274,7.661570269671078,370.04958793396423,13.304090114419957,150.5087251230829,4.38396259594962,15.884293684239053,7.029931569393691,25.369364364749,0,2026,10,9,5,4,0.24,0
49,5.018199313657305,835,132349,3,0.36897138853319356,5,-1.852406662832827,29.609871176455854,normal,1.3864204666344966,7.819216265486011,363.0652165074318,11.343163123426564,276.0235255582718,5.024512018072406,8.394138813381858,6.5388683899090765,27.120805011168546,0,2023,5,6,19,5,0.0,1
37,26.254281072519202,4481,84425,1,0.3515244019938556,2,-1.8718113441432194,29.70670354533573,normal,1.3173682311379078,7.611018183402456,370.82807846145295,9.477682766175038,273.9850052173676,5.495958636879883,45.24162131480952,17.749270161371577,28.95575370540146,0,2026,11,15,7,6,0.0,1
39,5.792711484355337,3316,175078,4,0.4258197185769934,3,-1.6972454708851998,29.967112015329526,normal,1.7583424207551897,6.827847068490824,368.8288190950015,13.003157164015683,272.2675397860515,4.828309135816621,33.133915083063236,14.63236319043465,26.58307443038186,0,2025,10,15,16,2,0.12,0
36,2.6746948017889633,378,39197,2,0.49488428794498507,4,-1.809896271166728,29.91689368391963,drought,2.421883393315457,6.802056495320622,456.5266915734632,14.023589301057186,261.9606786246529,4.335667413377506,0.028969264722322096,5.288187211910929,29.74048296084068,0,2023,8,20,0,6,0.12,0
40,18.95535343332584,1930,170433,5,0.3774170478884702,3,-1.5186408869793897,29.683683305257702,normal,0.5433614401698512,7.144980996208205,322.0719019196269,12.506035429627756,292.23793743675753,4.915305495587792,19.889415444093725,10.607771412167338,31.00053431805871,0,2023,1,22,2,6,0.12,0
26,21.27812609063096,979,153831,3,0.9829045025304429,3,-1.644151386821036,29.92127371472854,normal,2.0777919464138392,7.873162382339524,329.93253584449667,10.277192836376885,273.42792838069784,5.2814074864545555,9.625523551252542,7.402552640812186,26.74210282831955,0,2023,11,18,8,5,0.0,1
7,4.028861104184589,2390,55743,5,0.03470819685313897,1,-1.6818111449623054,29.728787016701684,normal,2.746040621705316,7.4348397839755505,426.3542113799365,11.609314150422433,259.69212980328376,5.124282562757185,24.798244347451828,12.83917730925073,23.66142157621233,0,2024,12,10,17,1,0.0,1
42,6.602352456910049,3364,32478,3,0.684482065736175,4,-1.695164906078919,29.733588195887346,normal,1.7369723778780266,6.997849319355903,348.48353613424393,9.29377842041218,270.74731229218753,5.652219564187792,33.052263921118744,14.028300439992353,23.66354042309795,0,2025,3,5,12,2,0.0,1
23,23.768531954315407,813,116841,2,0.5910672530898934,3,-1.731090563374206,29.748655052097014,normal,2.708993395964929,7.4246038400957035,431.81463953947315,15.26861431424401,265.1038499480011,4.209335754617962,8.559112957632992,6.40835040216996,27.86790885277109,0,2024,8,19,11,0,0.2,0
26,27.922763392168353,4572,187382,4,0.38717972846638293,4,-1.642959283245189,29.6178639241474,pipe_leak,5.369736349737399,7.2654503339572365,361.83869262609227,7.637466455316318,216.04575107061157,5.96719871638006,45.75621215940443,15.596529187745743,24.246932724402576,0,2022,5,15,6,6,0.12,0
19,14.556417152674692,4888,87820,2,0.026819233098310913,4,-1.750407239721152,30.187744637723917,normal,0.9992451616271714,7.631777856640891,446.0180397028294,10.834400658655342,282.7192363063624,5.430312110016311,50.02704755320207,19.70094744738927,21.05402976015207,0,2026,12,23,10,2,0.0,1
10,23.864146699145806,3332,53021,3,0.73206652364576,1,-1.744577911998778,29.940337531894276,normal,0.4779801733621497,6.983798480630068,468.9117421637313,10.173550658938543,289.970104725523,5.546305849951735,33.51247824056244,15.341235987935262,20.114357409716007,0,2023,12,5,9,1,0.0,1
47,9.922303477432862,1364,185861,3,0.030530416015245976,3,-1.8201313648337856,29.73320238605678,heavy_rain,12.482954116386729,7.297201112507735,330.8346662335462,9.06389794683098,111.44728958482786,5.76192093540162,17.10618036731561,9.566089438230204,22.10073901426958,0,2026,12,15,16,1,0.28,0
40,21.24540125165333,1159,126222,3,0.7175898646990819,3,-1.7154609144047597,29.55188866625375,normal,3.5042517103625177,7.681714336018067,382.0584192660574,7.004819604540566,247.2897944050351,6.435023462877105,10.921283431907707,7.615139579121211,25.941881893590843,0,2022,4,5,10,1,0.0,1
33,16.93800355293333,4300,81840,5,0.655328673363225,4,-1.7027060811133234,29.596613925460503,heavy_rain,7.892071066295358,6.603113553021283,328.84418002790954,10.55866307926027,180.91205306374584,5.312363450271034,44.59375990137045,17.61947882453854,22.058541982753667,0,2023,11,26,8,6,0.12,0
21,25.37472195056553,2204,83907,0,0.2829141934687449,5,-1.5339706247064961,30.140757637451653,chemical_contamination,0.18435179881271666,6.378153637796654,630.211897765998,10.80523837462605,123.78710941561167,2.205932958862059,21.481056504945972,10.681627231959757,28.081854487067517,0,2025,8,18,11,0,0.36,0
42,23.389082327611444,348,12777,4,0.18073152253486147,4,-1.864687863712699,30.08716064635529,heavy_rain,13.626046050847565,6.751972748731794,316.76660028328945,8.870924859224994,105.48142574081504,5.57326259714458,6.879457915919595,5.789390973401006,25.563366828695,0,2023,5,1,9,0,0.28,0
28,8.882008512679732,2059,166958,2,0.5399820175519549,4,-1.6920396284254955,29.759499218922148,chemical_contamination,1.6354785938706622,8.02833233171719,618.753959690386,8.467207891301165,96.0091008240765,4.805038573524422,21.317240381048407,10.539101541693576,27.058734494302314,0,2026,4,23,14,3,0.28,0
23,4.908929017999564,3972,98006,4,0.30527379754581585,3,-1.570748695912504,29.98396380882079,chemical_contamination,1.5228280576861162,4.920332828255815,791.9759524788733,8.53918317336192,149.39807050563,1.8560854700919673,39.955673083786564,16.456977864748172,22.656654223106607,0,2024,11,26,13,1,0.36,0
23,24.3258747909444,3213,160812,0,0.7977559900282732,3,-1.6646836093813302,29.56498568177562,normal,1.3719144880355285,7.282972332386194,445.68886117305584,6.568989525792695,285.7053905917021,6.281173013755857,30.49235584328492,13.987175438232152,26.062326739186066,0,2024,3,15,6,4,0.0,1
12,1.4673808443588012,3995,46151,4,0.23304481263947652,3,-1.7843389160929162,29.716473787772614,chemical_contamination,1.158918674003768,8.470919908454873,638.5563865858234,11.189338645244714,90.48300072910108,3.249198340627588,39.79622809475731,16.28176163016263,28.158209307949097,0,2022,5,7,6,5,0.28,0
5,20.531644965999092,3351,16253,2,0.9464698264156007,5,-1.555996763097714,29.912367533558125,normal,1.643147256860715,7.617975820573584,301.6347784769047,14.965694377713138,273.63315864676576,4.222559673127299,33.016686814745455,14.740993879485714,24.224146316543457,0,2024,12,25,0,2,0.12,0
28,14.539470202045552,1341,2236,5,0.09420314674923891,3,-1.8097941545031861,29.88720079615509,pipe_leak,3.4777506030651026,7.074272741048134,421.05346660838603,9.32264393204828,243.49129079891503,5.854809976014505,12.596889206192914,4.630087693142217,28.169714873274096,0,2023,5,19,7,4,0.0,1
45,2.7213295159912545,2845,122796,1,0.24542001926998336,3,-1.5057196565269924,29.812320404479074,normal,0.854697599948866,7.236728668368475,446.0606078171441,11.025775853478814,279.61597930858807,5.2241992791182295,29.188331323128534,12.460835386724055,25.571999261166543,0,2024,8,6,13,1,0.0,1
4,20.812556054112232,2859,182423,2,0.4878602373719221,3,-1.720910933521453,29.628268347206927,heavy_rain,13.891910232249915,7.007591558134979,348.92661566102413,10.157088206674361,82.52237097183364,5.05564109089064,31.434387131760115,14.030311953197852,26.14007280197819,0,2026,7,12,9,6,0.28,0
43,14.744785560561366,4917,146257,4,0.46661640905146995,2,-1.7149098761800248,29.562145095754758,normal,2.773681218175542,7.136260492983018,374.1651965204148,10.922596079135646,260.71244338075604,5.206392280511958,47.80268688033416,18.38957933030052,31.962922394388944,0,2022,5,23,21,0,0.0,1
42,25.872989242208213,1523,134572,0,0.8862897579467536,5,-1.619758821113829,30.148956885563184,normal,2.479234423446265,7.135603971068031,400.5979413483068,7.305547176051611,258.5356966586753,6.200341795926535,15.130743868605455,8.61870917437385,27.772384398811628,0,2026,8,9,8,6,0.0,1
14,6.654641908765776,1663,102938,0,0.01985395368420817,1,-1.6508972002134028,29.562397699822466,normal,3.8038426618521513,6.920764820542496,417.7227689009596,6.681304428474646,246.6305562005906,6.73821458101911,16.218045854461582,10.142222085092955,23.79310728339116,0,2023,3,25,16,5,0.0,1
32,0.5678373691276221,1092,23519,2,0.7941852360817314,3,-1.5142168256713726,29.622009684629628,drought,4.068676470430396,6.782061349161782,452.3211002141032,16.390200778109246,244.96331668078227,3.803439811701931,8.625726341741046,7.707823449009352,25.163893377761568,0,2024,2,6,6,1,0.32,0
9,4.349361126926016,1945,112340,3,0.15001109654400735,2,-1.7703485224805888,30.028371069836584,chemical_contamination,0.13904211689601928,9.674146926023084,575.9478684454261,8.932870650707512,194.2985367308544,4.936969832342598,20.78118719591099,10.785810027828653,25.28202648598007,0,2024,8,19,23,0,0.2,0
38,8.453495968245624,3110,75960,3,0.2234249886894656,4,-1.8496787389554636,29.57198156212681,chemical_contamination,2.5349068334726805,8.365398514114366,827.2991710473635,10.44525794948936,123.36236215164465,2.995252842013663,30.993885143110624,14.02371744839808,22.933795386612946,0,2024,10,28,14,0,0.36,0
36,19.741208868254155,2193,21893,5,0.06897087946602509,2,-1.7373342454400258,30.103416039483395,normal,2.9982550324479624,6.825432994084602,348.3239279763034,7.5989124185474015,256.9117778325927,6.088759168861717,20.63522323499315,10.343690496297405,28.31364711306911,0,2026,8,14,16,4,0.0,1
18,11.197975211715972,3641,55804,4,0.6578791862745175,3,-1.8339423156242602,30.099564713936836,drought,3.548745718170979,7.7384149312361,489.8025352873831,16.704966126057336,239.53879094997976,3.862257811058679,36.787195334092864,16.276905407522037,27.037317356913537,0,2026,12,28,9,0,0.2,0
4,3.9882839425061833,352,138246,2,0.4125166071810086,2,-1.6409688171697454,30.173613525199443,normal,0.1461234477240191,7.557643134091745,437.30294803091437,9.322440164466212,301.2193894788265,5.616985092824519,3.620093370696627,6.479959318341849,21.66687344083338,0,2026,3,27,14,4,0.0,1
49,29.45641716350511,3578,163277,0,0.25736953184363287,5,-1.8084800280795688,29.720614380800722,pipe_leak,6.956596177497455,7.28324365586802,508.3676662220945,13.412992858139061,196.08510019241183,4.505887595627188,35.360864614782905,12.041432358505318,28.78112048013814,0,2024,9,13,17,4,0.24,0
23,3.692709633739177,4517,61741,1,0.8377626060380701,2,-1.7363474745760157,30.141325661972253,drought,1.8631129876717412,7.389208542734709,480.05872400756385,16.978991574320343,270.92105328329956,3.7538525912315674,42.51674056940993,17.675326403262677,25.061640804190993,0,2025,9,23,13,1,0.2,0
45,10.976050119483046,4201,139370,0,0.9447504139309285,5,-1.6133339438681722,29.72741530960528,normal,2.3940417140401125,6.930831837777337,443.73351588387277,11.606969539572475,262.48624228455765,5.500239738045076,42.52532189093151,17.291493550694977,27.036109240647843,0,2026,2,1,9,6,0.0,1
34,26.359825566505904,2321,199215,4,0.5274776574408148,4,-1.8610087041395846,29.78177873125917,normal,3.180953948847148,6.843619586544838,379.77442175861665,11.475765217126625,256.716392406506,5.029752747052252,23.560849010434527,11.169547772402904,21.61300233168737,0,2026,12,1,20,1,0.0,1
39,19.752153520761844,3591,22060,1,0.8006586660576843,5,-1.5092493630749555,29.68179070685683,chemical_contamination,2.607527917532134,6.654566531773405,774.0219189229505,11.337255965768906,73.22696216716099,2.1255534769701265,36.59881198324856,15.165622239221829,21.640660376823355,0,2026,12,22,9,1,0.28,0
38,9.9340383993435,3891,75336,5,0.07738158574096876,2,-1.5096522918695099,29.538468634765966,normal,0.9562111372502258,7.446966104806038,321.1825440406176,5.292865786778,280.8532775221536,6.655664537055216,38.44646940717611,15.979791654275633,27.84675397753877,0,2022,5,2,23,0,0.0,1
10,29.125229999489388,1943,1424,4,0.6877364319571572,1,-1.7718372631328192,30.185407089624377,pipe_leak,8.442828900919118,7.246633935117957,467.1508245075268,12.304499274981179,187.22947205204778,5.100575699986879,18.992800587654987,8.802844400694186,25.989169663679018,0,2022,9,21,8,2,0.12,0
19,15.282407352078136,1918,33361,5,0.4586455553737676,4,-1.8530080823030115,29.63084299451137,normal,1.9842209792400898,7.040387242897732,352.96759040796786,8.847979942763713,279.935945033581,6.267228543421859,19.513171709465247,10.161965305317628,28.565567633111776,0,2024,8,21,16,2,0.0,1
24,0.7392419281509592,4898,163989,4,0.7364123949864755,4,-1.7786226459516032,30.112029479364434,normal,2.955575311679716,6.4618871201454615,349.98390489240387,5.662962767934888,255.9503706911874,6.416629303879222,47.07906518795765,18.573339848413454,28.259951395131022,0,2022,9,27,8,1,0.08,0
25,0.6818184164644387,4123,163655,4,0.12922598574712918,2,-1.6441699348796717,29.523451560348477,heavy_rain,10.887357241844851,7.460773476598837,336.67694914938124,10.620482560452437,122.58331665069062,5.4346139429959015,42.73217263455507,17.52442226177105,24.628635496947837,0,2026,12,21,6,0,0.28,0
3,28.259775222808827,4782,186650,5,0.9197568111600154,5,-1.8455480052859417,29.748115002403853,chemical_contamination,2.1924276078059117,5.917398844683946,912.2363840250448,7.703587952927885,86.8613413963011,5.090754126589339,47.83144719844842,19.880279311710588,24.97553380096168,0,2025,11,23,7,6,0.32,0
28,8.794828599035736,4346,125015,2,0.8800287085947143,5,-1.7935055577203871,29.563173225685357,normal,1.9201992472727711,7.438206529852911,342.48195025022096,12.854552488824407,265.1902305881106,4.432032731063949,44.16718569700569,18.070538086337443,23.24159976274442,0,2022,10,9,12,6,0.12,0
8,24.45591649806401,2287,192374,0,0.3780792181411571,1,-1.8644717459329652,29.870314112835636,pipe_leak,4.280556078591433,7.872892384516377,485.5543949344593,10.347634541832143,232.31115261869311,5.616809777977144,21.505210169569278,7.54855129114884,21.664313512172658,0,2022,8,9,16,1,0.12,0
38,1.7850206455947357,2027,146425,1,0.1159078771717269,3,-1.5747442832438658,30.01023215867497,normal,3.498396866152975,7.74291423945915,380.721585777288,6.365626899717548,247.19308179204847,6.256436175696082,19.726280244936465,10.13346971746704,22.89049248826715,0,2022,7,6,16,2,0.0,1
35,4.834054723797053,4858,23882,2,0.32126645937816434,4,-1.6706498695961007,29.925311893612186,normal,2.8344191855203564,8.084624460410831,371.2992585859343,9.50833942131655,264.04048932248173,5.873755943231635,48.88682935107733,18.989646525121877,25.51963593985217,0,2023,11,16,9,3,0.0,1
47,25.774995540276258,2509,93223,3,0.795588407399561,3,-1.502258455304405,29.923355186047562,normal,2.386176991445483,6.7429167335004285,406.19593644785004,8.641100793217701,268.59671624777076,5.734724367212351,26.329761030624013,11.729149419627982,26.109141594810897,0,2026,1,15,6,3,0.0,1
38,29.825693846795698,4917,78278,3,0.07599049092887955,1,-1.765711351886637,29.57647516665562,normal,0.5857364268405826,7.195828226235128,378.8421319750863,8.030509461322177,290.72622719794856,6.104561144179241,49.76708179999923,19.122374851806455,26.725037051977996,0,2023,7,6,10,3,0.0,1
19,2.0317264789629665,3132,19139,3,0.4838310612550154,3,-1.862848595052775,29.65877449255111,normal,1.2912672091837816,7.434571854911938,230.38086681001823,13.035864241022026,282.6454888697424,4.693239229379118,31.30053104291963,14.299182004908403,22.913372886102575,0,2025,2,28,19,4,0.12,0
49,5.445290714383642,3731,24552,2,0.06448856283111526,5,-1.730959993005529,30.088010633143757,normal,2.0034030771459843,6.89792578613143,329.1592944045501,9.97413125277292,282.96163324794986,5.459536308219537,37.33155727497724,15.259941290940871,29.75756406267996,0,2024,7,4,16,3,0.0,1
21,21.825900778655882,3571,190635,0,0.7990186723679048,3,-1.7143549306520713,30.16838056833964,pipe_leak,12.044641452697203,7.182196317305435,395.9368092581284,12.046926910885333,116.63931207326254,5.092125363393295,30.624483828939447,11.508009389789155,25.91434505503028,0,2025,4,14,8,0,0.28,0
17,16.120337210363203,4048,186876,2,0.0464430567402091,3,-1.5032945182720925,29.846444054378175,normal,0.25119503335618015,7.41681203360788,417.5207804149118,8.68592353503412,297.3190833534597,5.904279745672863,39.143322805602146,16.25498116210476,22.042916888195023,0,2022,9,21,13,2,0.0,1
46,12.475998360378966,771,195412,1,0.6614067663280261,4,-1.6672931332026564,30.19359489813953,normal,2.8024172062089145,6.831743359043794,325.88820115177856,7.422649048165054,263.1765227884866,6.042392758108409,8.665312330047918,6.316805237830536,20.289409504170514,0,2025,10,27,19,0,0.0,1
19,6.236792369588415,615,90501,2,0.32293982528929577,1,-1.8720791950154378,29.544035194726693,normal,0.8365472699031599,7.875898178387724,387.35641254960433,9.176037521616692,285.92922644234307,5.431209343063803,6.988159474786332,6.686596798654176,25.752856223147532,0,2024,9,25,9,2,0.0,1
4,28.39034307932273,1508,74238,2,0.9240056046612742,2,-1.6007865911432178,29.631163354658693,chemical_contamination,0.7337750483094843,9.130688062112629,727.0333469307258,11.096592931450797,158.6827451838155,3.555527779866345,15.638993554043173,9.733321077796864,26.960222726363053,0,2022,5,5,20,3,0.2,0
24,5.581922297769665,1388,181987,3,0.28561396961338437,5,-1.7232796039310514,29.869379170715405,drought,4.204821833884675,5.872761589274791,397.67865453313004,14.997455933445,247.18828427507083,4.127298221488646,9.82833171271027,8.635976544143766,21.25883497084285,0,2024,9,17,20,1,0.32,0
40,8.324862191254853,2495,37885,2,0.5242555261026278,4,-1.6087810222883339,29.666853599461124,normal,1.3266642038252454,6.914889075723608,422.42337995064037,8.217394893866523,275.54433377140737,6.005809428545193,26.17059659860572,11.749915057318503,25.46744132032449,0,2025,8,10,21,6,0.0,1
10,10.066794664187237,656,90874,4,0.5920584337603183,4,-1.5202806090590015,29.65185608929988,pipe_leak,6.340207803485164,7.2422965710998755,385.32201378782827,10.73874155694331,197.25693292981117,5.225843182436726,4.264285447144588,4.342000580025843,32.82561530488668,0,2022,9,3,10,5,0.12,0
24,4.5882042943598895,2706,150887,0,0.8278651635197406,2,-1.541540393254514,30.08842314203226,heavy_rain,8.432436492915174,6.910371282263553,356.44504955895684,9.789787306496699,171.32794952532984,5.617671718214559,31.30185678608113,13.88746014471337,19.583710694201063,0,2024,5,10,13,4,0.12,0
7,16.31887515890846,808,18250,2,0.8168780307815473,3,-1.609701875479207,29.529510220068595,normal,2.5066497262817835,7.924370340975776,429.1522067100566,8.765123512829309,270.11219693976847,5.4677154418916425,8.518618913108252,7.808404589227674,19.367040304575248,0,2023,3,15,14,2,0.0,1
35,10.56908973394234,3666,53394,5,0.3695266271200853,4,-1.5047689156445645,29.560038819490607,drought,3.521492151691315,7.334919412410173,554.2423416575826,13.7242885387154,244.13737639469701,4.6463832090859745,32.511775514251426,14.551588231560519,26.51215083910323,0,2025,6,23,15,0,0.12,0
24,18.431501265800854,3898,71534,0,0.03906994778863593,1,-1.622718116730673,29.598025093889696,normal,1.3231156997682916,7.963478776316926,406.17072152547297,9.709131914281388,265.32809874755856,5.4816280217039175,39.47866948064987,16.59700006558981,26.407849119858017,0,2024,12,10,21,1,0.0,1
17,11.351813586709898,4855,197425,5,0.7496926058905117,1,-1.699612109948547,29.819792485890442,normal,1.293551020734382,6.554456572467032,415.26853019966927,13.304628675975282,282.31028310244926,4.4859713448355505,46.77891597539169,18.579007038764605,21.030378657624237,0,2022,9,8,15,3,0.12,0
12,3.9344941063295673,1063,194289,2,0.8076044095207804,2,-1.8790185790555956,30.069629104706227,drought,5.011732254360591,7.600538088692724,408.251515143393,12.482947636563466,222.67223902532774,4.925720580126778,6.894528049901922,8.198927152757923,21.44323191786858,0,2023,3,6,18,0,0.24,0
29,26.241622625358957,457,46705,5,0.6795621816677818,3,-1.6172560551001016,29.7918309800797,pipe_leak,11.755403825147981,7.6458871171130065,375.57410788244783,9.058857730908727,129.81405543079936,5.518895824782415,3.1077478805720675,3.6313591899004183,24.317325774322033,0,2024,8,15,8,3,0.28,0
34,15.534736157402332,1921,175316,5,0.34654509491284113,5,-1.729868641675535,29.62684070956273,normal,2.9996919375803417,6.575044898011671,423.2067445069712,10.310543375076097,250.6884980923311,5.678855035236949,20.706791844546956,10.35605246132227,23.11241332089336,0,2024,11,11,20,0,0.0,1
48,9.9945894545183,3656,122446,5,0.8653785428137458,2,-1.8198731310217988,30.08867290430956,pipe_leak,7.7066627176158375,7.706737241863024,346.287776132947,10.075894689251092,180.6545183648171,5.391336184665561,34.52914593967258,11.036606373855898,26.663183783317788,0,2023,7,26,9,2,0.12,0
22,0.9827601921000709,2210,102815,3,0.9994738354431097,3,-1.7607576058170007,30.030128015632812,normal,2.9150034176008384,7.322702149976661,349.8560236972502,8.568000808353617,262.38125279693617,5.772097353094705,23.336744809085825,11.914732953556005,30.647207638821833,0,2024,10,5,12,5,0.0,1
9,18.136470891056383,1077,41406,0,0.3594609721105009,4,-1.6130000002944238,30.144312548859354,normal,1.7188869937499662,7.628185388967459,434.1526978226282,12.177964996265425,277.90008916976086,4.884312413863039,11.940464949556219,8.002608515815608,27.94719995717804,0,2023,3,25,11,5,0.12,0
42,23.58387773438632,388,65833,3,0.6955503066372398,5,-1.8330063399208372,29.810380955312503,chemical_contamination,1.6185306747903285,7.756617860330942,591.5942976177905,11.550112423438849,78.018110397852,1.6899290104493159,5.238592070694709,5.5541003589943765,24.640258561258392,0,2022,7,23,7,5,0.28,0
32,19.676806881405263,853,109638,4,0.6880922497491874,1,-1.6611096498606308,29.809874119048576,normal,0.3807056794762604,7.015469881225159,374.70473292976055,11.996920192703836,288.00487669639364,4.813930595839853,9.269443746741384,7.877913702280505,25.695216059631917,0,2025,10,14,16,1,0.12,0
36,23.737719787560483,4314,32887,4,0.24232418435243253,1,-1.8046146739353273,29.92964885422836,normal,1.2744849094680883,7.1595509009805305,457.2194020666284,9.510734333621267,279.9402902807243,4.936930823935718,43.00575941339577,16.605328474029044,24.688876975071285,0,2024,7,1,9,0,0.12,0
5,5.072082218622877,4110,93919,2,0.3666028576570389,3,-1.8788522479128789,29.919245374356205,pipe_leak,6.8185105607616245,6.393948933820595,312.24419775525854,10.746646400192406,197.12147871797805,5.194122105325821,38.54251768986582,13.945147750479673,31.946328865690234,0,2024,7,16,5,1,0.2,0
16,29.165237869165043,4237,27660,5,0.8264500758850937,4,-1.5280281157512108,29.909227204579455,normal,1.0924844330143797,7.489908439659455,491.55131980964165,9.385156348129378,286.4293055072754,5.7595121179092965,42.92858388354218,17.99977356512901,27.997341978544718,0,2022,11,25,22,4,0.0,1
39,6.734331997846267,2587,17551,0,0.6949500249804579,5,-1.6387815228803535,29.707345590553235,pipe_leak,13.306463571295819,6.3217648841127945,341.07848348772063,10.793994115996277,104.88500902862903,5.369745564942285,22.997327474441185,10.454910244179139,23.45767045094903,0,2025,12,11,19,3,0.36,0
42,8.369998187416405,144,31229,0,0.882475396583823,1,-1.7472452504547595,29.536405747691653,normal,2.169929531917758,7.147192369316286,324.55855068160434,7.2040855129230135,265.02276456885477,6.247570233201497,0.19070611150349853,3.844938859203072,27.056234768437182,0,2024,8,14,18,2,0.0,1
22,15.61372210108819,3393,151204,4,0.981462962073794,3,-1.8553241262016558,29.55617692402341,normal,2.0182978809096,7.655814401009459,334.77078196849095,8.545825769828529,266.1853447392298,6.21022674136441,33.95411155318769,14.415211931487482,27.511801632456123,0,2026,6,24,17,2,0.0,1
41,0.6532680457237034,2981,106456,0,0.41806617302653637,5,-1.7524865444596414,29.5593912146279,pipe_leak,10.031660985118997,6.991331652235437,432.87190477409314,7.928986315891915,143.7528622249209,6.015431020388094,28.003710898361824,9.91110950855034,25.319935743435643,0,2022,5,10,17,1,0.28,0
43,13.5522303994963,3189,164999,4,0.7130732676769793,2,-1.6347163879563995,29.828929514846067,normal,1.434216834570185,7.05675819534597,404.46246067237445,10.681413478966517,285.3815017511704,5.129275249819281,33.71735387936601,14.602827668635289,25.78683836973254,0,2023,1,28,17,5,0.0,1
20,6.27389561877818,3013,139950,5,0.9007678214217627,2,-1.8169988312686898,29.500607267234727,normal,1.892972463257002,6.685635194880166,467.51527337867446,10.01482836792822,276.7216267432826,5.4697616279627495,29.827392031847953,14.049533007340402,28.64972648352149,0,2024,8,12,18,0,0.0,1
45,22.596034493397532,1272,9343,1,0.8761169514868583,5,-1.6251845938284508,29.59679686364577,normal,2.9824249693265688,7.0902582383927655,473.55854927244945,10.836464821255952,255.4646684745287,5.237893394639615,13.937350634357987,8.460099382438628,28.15770585086681,0,2022,3,16,11,2,0.0,1
